analysis_role,region_vantage,case_id,model_id,family_id,tier_id,position_id,repeat,failure_stage,http_status,finish_reason,grader_errors,stream_error_class,error_class,raw_response_sha256
pilot_excluded,ap-south-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:middle:r1:pilot:ap-south-1:892069766f9c93f4,deepseek-v4-flash,multi_hop_join,32k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,a8f22f21495f05c98c397519fd6d35233a7e48daae9ad032f3860a416031b96b
pilot_excluded,ap-south-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:950k:middle:r1:pilot:ap-south-1:e3c669a2f8bc4070,deepseek-v4-flash,single_record,950k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,d55d0459205707d720d19dac8ba5b48c179bbc2d5d499d8bc8ecc7def7aca194
pilot_excluded,ap-south-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:middle:r1:pilot:ap-south-1:892069766f9c93f4,deepseek-v4-pro,multi_hop_join,32k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,91d979f130fea8c2595b275d4e88f2552ba93aca8916cb790760104d803d95ff
pilot_excluded,ap-south-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:middle:r1:pilot:ap-south-1:e3c669a2f8bc4070,deepseek-v4-pro,single_record,950k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,80627ddc20888abf990bdf16dd64f35107ad56529f2da35bbe4da6e4318a6bb4
pilot_excluded,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:middle:r1:pilot:us-east-1:4ad37986d49d1705,deepseek-v4-flash,multi_hop_join,32k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,796ab72bf39803fe65db2ba9b2abc31ee80c2e5427d6fbaf2a945eb2abb821b0
pilot_excluded,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:single_record:950k:middle:r1:pilot:us-east-1:7d5cc0a363efff04,deepseek-v4-flash,single_record,950k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,3c4b7c9f7004db88ea37100e065c16f034460321e23627d6f00478f415e5bf11
pilot_excluded,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:multi_hop_join:32k:middle:r1:pilot:us-east-1:4ad37986d49d1705,deepseek-v4-pro,multi_hop_join,32k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,8299b3ef8064e24c8a0c4327e5ee28717bef804459a82c6642fcdb4a95bf51a3
pilot_excluded,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-pro:single_record:950k:middle:r1:pilot:us-east-1:7d5cc0a363efff04,deepseek-v4-pro,single_record,950k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_type:quantity|wrong_value:checksum,,,71a6f36e0d30d7fe5e74702a61a4d68e1e73338c18f7c24eed478429a2bd158d
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:128k:beginning:r1,deepseek-v4-flash,event_ordering,128k,beginning,1,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,e02f4197ceada0f63379d6923832bb661f6bd4fd56bf370ad22e4f2f1fb6d6be
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:128k:middle:r1,deepseek-v4-flash,event_ordering,128k,middle,1,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,30a3b71aacf1d5d41809d8ad9b34d79128a987bc623fa87eb2e66cd28e6ef46b
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:128k:middle:r2,deepseek-v4-flash,event_ordering,128k,middle,2,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,321afedd808858c975f2794da6244299eb8a6b111e8519fe1737f77f45f24841
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:32k:middle:r2,deepseek-v4-flash,event_ordering,32k,middle,2,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,ff0d27527fc7470f66d6b035938d4ff250de2ecf2814f25da51058a233218590
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:32k:middle:r3,deepseek-v4-flash,event_ordering,32k,middle,3,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,6fea8503170037a2d5e14735e73662f7801a90ff928fe068f4e08780831b72f5
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:512k:beginning:r1,deepseek-v4-flash,event_ordering,512k,beginning,1,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,82dc93d4f241d02eab88c4c9f76a13473a74765589a42a9f9fb9d38c5b0dc4b7
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:512k:beginning:r2,deepseek-v4-flash,event_ordering,512k,beginning,2,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,443de9e59f3dcec9011aec9a8fa7ae2795b2ab68446487b78a92c05429de6491
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:512k:beginning:r3,deepseek-v4-flash,event_ordering,512k,beginning,3,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,6d4e13ed6af3a2a9e9d785b3959bfb527dca6da863baf5908962b912a79b1467
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:512k:end:r1,deepseek-v4-flash,event_ordering,512k,end,1,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,eb870111929c5ecb8c23b8c069f177f89266f73c1b656b1458344401101d4b4c
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:512k:end:r3,deepseek-v4-flash,event_ordering,512k,end,3,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,8997f930c8b06d8df267c0f70707adda69686e6613916bd6edad71be80080e17
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:512k:middle:r1,deepseek-v4-flash,event_ordering,512k,middle,1,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,66b8cc4aca496152744225af737867f58cb0f9ae035d287ee0dc0d817b215e9d
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:512k:middle:r2,deepseek-v4-flash,event_ordering,512k,middle,2,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,648ed5db3db5823bea199ec8cfb7a5d102ac6f1fac273800d86c7095a03fca05
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:512k:middle:r3,deepseek-v4-flash,event_ordering,512k,middle,3,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,0694fd5c7f4cc77b6a337958a34bd2343b2771be5e042f18e552e3650f1385c3
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:950k:beginning:r1,deepseek-v4-flash,event_ordering,950k,beginning,1,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,59b95efbf1b7ec6aa143f04dc45614760c29202978d35dd7c0cdc797f7095b8f
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:950k:beginning:r2,deepseek-v4-flash,event_ordering,950k,beginning,2,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,aea54c6a22cd015f29c8f3a62528ab036c1fb24a6e8084276f854ae7f44ad5b9
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:950k:beginning:r3,deepseek-v4-flash,event_ordering,950k,beginning,3,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,645003ad3013323aef87440838b36146a4974201d3e4e2144faf062e29e97a90
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:950k:end:r1,deepseek-v4-flash,event_ordering,950k,end,1,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,0833a4ee19bf623d4ab74ba070c3f814c58465fc249dcb57c14425be91d81c39
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:950k:end:r2,deepseek-v4-flash,event_ordering,950k,end,2,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,f951ca4914de040ca8560e01e151a1146c7776bff2038c54ac3ac7967f7f71c2
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:950k:end:r3,deepseek-v4-flash,event_ordering,950k,end,3,strict_exact_match,200,stop,wrong_value:ordered_checksums,,,54ced5239de587eab5553cbabb1069521d59c8cff55e303ac2f368b932b0b1e9
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:950k:middle:r1,deepseek-v4-flash,event_ordering,950k,middle,1,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,fdc990b86df1d8c288e8c6323ed9f72c26969f5a827aeb52dff24f3bd1d15eb0
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:950k:middle:r2,deepseek-v4-flash,event_ordering,950k,middle,2,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,e4a08033f74d2c5ec788cbc31e823e35db9747f73467dea277bf3eeeafd595ff
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:event_ordering:950k:middle:r3,deepseek-v4-flash,event_ordering,950k,middle,3,strict_exact_match,200,stop,wrong_value:ordered_event_codes|wrong_value:ordered_checksums,,,7c9886f46aa93f5664c556d2c009af6aaf1779d9562179c94e8cbee3a1027ced
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:latest_version:32k:middle:r2,deepseek-v4-flash,latest_version,32k,middle,2,strict_exact_match,200,stop,wrong_value:checksum,,,2bee0d0c4c3d20ee92900615d997d815e33eaba231045e3a2e0e44d669f9e4e7
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:latest_version:950k:end:r1,deepseek-v4-flash,latest_version,950k,end,1,strict_exact_match,200,stop,wrong_value:version|wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,2fc97275149bb30daa85196acf4bd3448c322fc0210f20650efc70f0bc6a8f1e
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:latest_version:950k:end:r2,deepseek-v4-flash,latest_version,950k,end,2,strict_exact_match,200,stop,wrong_value:checksum,,,2f8370e32e3188d0f19bf99efbd3652ce55456e74f8374c70486baf7db1ee054
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:latest_version:950k:end:r3,deepseek-v4-flash,latest_version,950k,end,3,strict_exact_match,200,stop,wrong_value:version|wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,a8ea82a95f9e1d78d13a7174e985da5001f65d2351692090414a7213b75e6f95
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:128k:beginning:r1,deepseek-v4-flash,multi_hop_join,128k,beginning,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:checksum,,,06722731239042a965a2016848528d2d164b85101a3777edce1d2a11e750e416
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:128k:beginning:r2,deepseek-v4-flash,multi_hop_join,128k,beginning,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,b5accf902989d04f7b5fe251b50a68ec36d7baad04063933f48ba10f95f48d82
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:128k:beginning:r3,deepseek-v4-flash,multi_hop_join,128k,beginning,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,f7820cf936e1a0ee01f6eb6b8666e38065b1a64dc1119f5a5955d27873189789
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:128k:end:r1,deepseek-v4-flash,multi_hop_join,128k,end,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,7e718bde8da3cdaa3d870bbd0fc433e547bde89f76168380d6a202ac8e8c465a
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:128k:end:r2,deepseek-v4-flash,multi_hop_join,128k,end,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,83ea11d527926178f9dd4b138b917d94e234bb71c9fd7f39c3f2ec5180725f59
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:128k:end:r3,deepseek-v4-flash,multi_hop_join,128k,end,3,strict_exact_match,200,stop,wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,7e0bdd62370b5e41ecee8ed99423f6fc46564d54a05b53211d8c507556c2bc87
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:128k:middle:r1,deepseek-v4-flash,multi_hop_join,128k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,8601dbe9e4f32c351ddbe1e429ebe70805b90c3d4460338203b13a1d6e643820
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:128k:middle:r2,deepseek-v4-flash,multi_hop_join,128k,middle,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:quantity|wrong_value:checksum,,,605005c279fd8931ae0bc189ce720284350860926adcb4890366e4e49bb6d239
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:128k:middle:r3,deepseek-v4-flash,multi_hop_join,128k,middle,3,strict_exact_match,200,stop,wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,e4ba75610ae826df9d3c098585f17cde8c557241d48d0a34bd7f3268aee49ffa
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:beginning:r1,deepseek-v4-flash,multi_hop_join,32k,beginning,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,6b7dc37352b8d0f6633c63fcde79e1b21a3fa45478b2746f6caef2a37408c7cc
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:beginning:r2,deepseek-v4-flash,multi_hop_join,32k,beginning,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,3f6ec8b529348fa4199696dda2ccb2f9f1223e6b0b879b82064c828195f818e2
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:beginning:r3,deepseek-v4-flash,multi_hop_join,32k,beginning,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,ba1d5d187640da3ec8a2283fccb7031aa0f663a92cb2517b1e3c87d6b2a95db7
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:end:r1,deepseek-v4-flash,multi_hop_join,32k,end,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,c06622b6924219c3406c23c20afff8bf868dcdff549c600befded6d3d6e5edad
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:end:r2,deepseek-v4-flash,multi_hop_join,32k,end,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,dffb93ccda560c13c8d336803600ee84e108ebcd720a3408334ebb39619b0226
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:end:r3,deepseek-v4-flash,multi_hop_join,32k,end,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,3f2c02754fee1874d4a20ae2b89efcf1187b841a8672adb4c60c30396d89658c
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:middle:r1,deepseek-v4-flash,multi_hop_join,32k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,7ad9ab8bda678426fbb2f43bf22140da7464b1229b121b79553d610a7710eed9
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:middle:r2,deepseek-v4-flash,multi_hop_join,32k,middle,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,d8efa2d02968fdd40c76d39851bc1d1937804b898e7a725c06fe2271afff9632
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:32k:middle:r3,deepseek-v4-flash,multi_hop_join,32k,middle,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,7e066fb4b011143fbf15550fafcd83fa6b0bab8d54a0968f85332d8280622d0a
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:512k:beginning:r1,deepseek-v4-flash,multi_hop_join,512k,beginning,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,6b3ed56dae7e28d799d6343696b59d49d747c233d900112cc840b7a2d1483907
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:512k:beginning:r2,deepseek-v4-flash,multi_hop_join,512k,beginning,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,89d46f7bd9a67a5609e134f98af4bc647b195b7234c12a91f22b8358c0ad81d8
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:512k:beginning:r3,deepseek-v4-flash,multi_hop_join,512k,beginning,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,999d67430754de36851e4084382b4679ee988f11eb87464337d8a1a13c25d4a8
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:512k:end:r1,deepseek-v4-flash,multi_hop_join,512k,end,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,4b87d9ade95e36ecbde409a4b53f630710f836520ed06ad20cf2aa75c24c8000
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:512k:end:r2,deepseek-v4-flash,multi_hop_join,512k,end,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,8fea5b35c58822fd82a2dab156b5fdeae4abb52c58c109857e6e0687088816b7
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:512k:end:r3,deepseek-v4-flash,multi_hop_join,512k,end,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,96ae4e12e58cd5f0ae20d999972e9e75c3b855637de1aed4ffd351cfd6a8e546
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:512k:middle:r1,deepseek-v4-flash,multi_hop_join,512k,middle,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,a4356aec67adf38855cfb325f5a505edfe844d38ad951be62b5f66341da271ca
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:512k:middle:r2,deepseek-v4-flash,multi_hop_join,512k,middle,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,4e437851130ef5152f74bab12255de8335365e8d0f885cd28e89fc7bf386126f
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:512k:middle:r3,deepseek-v4-flash,multi_hop_join,512k,middle,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,d7bdaf25bfff604bcbebf0069380c12f191c38fa6787c9371bc86300d372271c
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:950k:beginning:r1,deepseek-v4-flash,multi_hop_join,950k,beginning,1,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,8eeae8283369f9d8135e56249fe6f833c688dff0a6083ca730f95c22ed3f6d27
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:950k:beginning:r2,deepseek-v4-flash,multi_hop_join,950k,beginning,2,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,27dc5a31831080c09dd12b6f1ffefe58d1cef6bd01b0eb33ca2c3cc3770e766d
primary_accuracy,us-east-1,deepseek-v4-long-context-retrieval-v1.1.0:deepseek-v4-flash:multi_hop_join:950k:beginning:r3,deepseek-v4-flash,multi_hop_join,950k,beginning,3,strict_exact_match,200,stop,wrong_value:alpha|wrong_value:beta|wrong_value:gamma|wrong_value:quantity|wrong_value:checksum,,,eb69483fa88530fdc66af02c014b87f7dfebef3c3f79494b73dbdcf57cbedc92
